id_num,held,race,sex,prior.traffic,region,employed,citizen,databases,year,age
1370,0,White,Male,1,North,Yes,Yes,3,2004,45
1371,0,White,Male,0,East,Yes,Yes,0,2005,18
1372,0,White,Male,1,West,No,Yes,3,2002,28
1373,0,White,Male,1,East,Yes,Yes,0,2005,17
1374,0,White,Male,0,East,Yes,No,0,2001,18
1375,0,White,Male,0,West,No,Yes,0,2004,29
1376,0,White,Male,1,North,Yes,Yes,1,2002,35
1377,0,White,Male,1,South,No,Yes,4,2002,19
1378,1,Black,Male,0,North,No,No,1,2003,49
1379,0,White,Male,1,West,Yes,Yes,2,2004,40
1380,0,White,Male,2,South,Yes,Yes,1,2005,20
1381,0,White,Male,1,South,Yes,Yes,0,2002,21
1382,0,White,Male,0,South,Yes,Yes,2,2002,18
1383,0,White,Male,0,East,Yes,Yes,3,2004,16
1384,0,White,Male,2,East,Yes,Yes,3,2004,17
1385,0,White,Male,0,South,Yes,Yes,4,2003,19
1386,0,White,Female,0,North,Yes,Yes,0,2005,27
1387,0,White,Male,1,West,Yes,Yes,1,2002,34
1388,0,White,Female,0,West,Yes,Yes,3,2005,34
1389,0,White,Male,0,East,Yes,No,0,2001,18
1390,0,White,Male,0,North,Yes,Yes,0,2004,18
1391,0,White,Male,2,West,Yes,Yes,0,2002,28
1392,0,White,Male,1,East,Yes,Yes,3,2004,16
1393,0,Black,Male,2,East,Yes,Yes,1,2004,24
1394,0,White,Male,0,North,Yes,Yes,1,2004,24
1395,1,White,Male,1,West,Yes,Yes,4,2004,20
1396,0,White,Male,1,West,Yes,Yes,0,2004,21
1397,0,White,Male,0,North,No,No,1,2003,30
1398,0,White,Male,2,North,Yes,Yes,4,2005,26
1399,0,White,Male,2,West,Yes,Yes,4,2004,42
1400,1,White,Male,1,West,Yes,Yes,5,2004,16
1401,0,Black,Male,0,West,Yes,Yes,2,2005,41
1402,0,White,Male,1,North,Yes,No,0,2001,18
1403,0,White,Male,1,West,Yes,Yes,0,2002,18
1404,0,White,Female,0,West,Yes,Yes,0,2003,20
1405,0,White,Male,2,East,Yes,Yes,0,2002,17
1406,0,White,Male,2,South,Yes,Yes,0,2004,20
1407,0,White,Male,1,South,Yes,Yes,0,2004,21
1408,1,White,Male,0,West,Yes,Yes,0,2002,20
1409,1,Black,Male,1,South,Yes,No,1,2003,18
1410,0,White,Male,1,East,Yes,Yes,0,2005,25
1411,0,White,Female,1,West,No,Yes,3,2004,18
1412,0,White,Male,0,South,Yes,Yes,0,2004,20
1413,0,Black,Female,0,South,Yes,No,0,2003,37
1414,0,White,Male,0,North,Yes,Yes,0,2006,21
1415,0,White,Male,1,North,Yes,Yes,3,2002,26
1416,0,White,Male,2,North,Yes,Yes,0,2005,36
1417,0,White,Male,0,East,Yes,Yes,0,2004,34
1418,0,White,Male,2,South,No,Yes,2,2004,27
1419,0,Black,Male,2,North,Yes,Yes,3,2001,23
1420,0,Black,Male,2,West,Yes,No,3,2005,40
1421,0,White,Male,0,East,Yes,No,0,2006,18
1422,0,White,Male,0,North,Yes,Yes,0,2004,22
1423,0,Black,Male,0,West,No,Yes,3,2005,27
1424,0,Black,Male,0,North,No,No,3,2004,24
1425,0,White,Male,0,West,Yes,Yes,4,2005,19
1426,0,Black,Male,0,West,Yes,Yes,4,2004,23
1427,0,White,Male,0,West,No,Yes,3,2006,30
1428,0,White,Male,0,North,Yes,Yes,4,2004,40
1429,0,White,Female,0,East,Yes,Yes,4,2002,17
1430,0,Black,Male,1,West,Yes,Yes,3,2004,21
1431,0,White,Male,1,West,Yes,Yes,0,2002,41
1432,0,White,Male,0,North,Yes,Yes,3,2005,23
1433,0,White,Male,2,West,No,Yes,3,2002,29
1434,1,White,Male,1,South,No,Yes,4,2005,40
1435,0,White,Male,1,West,Yes,Yes,2,2002,20
1436,0,White,Male,2,North,Yes,Yes,3,2004,49
1437,0,White,Male,0,South,Yes,Yes,0,2002,25
1438,0,Black,Male,0,West,Yes,No,3,2003,23
1439,0,White,Male,0,West,Yes,Yes,0,2004,28
1440,0,Black,Male,1,North,Yes,Yes,3,2003,18
1441,0,White,Male,2,East,Yes,Yes,3,2002,40
1442,0,White,Male,0,East,Yes,Yes,4,2005,21
1443,0,Black,Male,2,East,Yes,Yes,3,2004,40
1444,0,White,Male,2,North,Yes,Yes,0,2003,23
1445,1,White,Male,1,North,Yes,Yes,3,2005,17
1446,0,White,Male,0,South,Yes,No,0,2005,44
1447,0,Black,Male,1,West,Yes,Yes,3,2002,24
1448,0,White,Male,0,North,Yes,Yes,2,2004,19
1449,0,White,Male,2,North,Yes,Yes,0,2005,34
1450,1,Black,Male,1,West,Yes,Yes,3,2002,23
1451,0,White,Male,2,East,Yes,Yes,0,2002,21
1452,0,White,Male,1,North,No,Yes,1,2004,31
1453,1,Black,Male,2,West,No,Yes,4,2006,17
1454,0,Black,Male,2,South,Yes,Yes,1,2004,17
1455,0,Black,Male,0,North,No,Yes,3,2003,27
1456,0,White,Male,1,North,Yes,Yes,1,2002,17
1457,0,White,Female,1,North,Yes,Yes,1,2003,17
1458,0,White,Male,0,West,Yes,Yes,2,2006,22
1459,0,White,Male,1,South,Yes,Yes,0,2002,25
1460,1,White,Male,2,West,Yes,Yes,1,2005,27
1461,0,Black,Male,1,West,Yes,No,2,2004,24
1462,0,White,Female,2,North,Yes,Yes,3,2002,34
1463,0,White,Male,2,South,Yes,Yes,0,2003,23
1464,0,White,Male,1,West,Yes,No,5,2001,22
1465,0,White,Male,0,West,No,Yes,0,2004,45
1466,0,White,Male,1,West,Yes,Yes,3,2004,19
1467,0,White,Male,0,South,Yes,No,2,2001,18
1468,0,Black,Male,2,North,Yes,Yes,3,2002,27
1469,0,White,Female,2,North,Yes,No,1,2001,20
1470,0,White,Male,0,East,Yes,Yes,0,2002,16
1471,0,Black,Male,1,North,No,Yes,4,2004,21
1472,0,White,Male,2,West,Yes,Yes,0,2005,19
1473,1,White,Female,1,East,Yes,Yes,0,2003,20
1474,1,White,Male,0,West,No,Yes,3,2003,21
1475,0,White,Male,1,West,Yes,Yes,1,2003,26
1476,0,White,Male,1,East,Yes,Yes,4,2002,17
1477,0,Black,Male,0,West,No,Yes,3,2005,19
1478,0,White,Male,1,East,Yes,Yes,0,2004,16
1479,1,Black,Male,2,North,No,No,3,2002,25
1480,0,Black,Male,0,East,Yes,Yes,3,2003,27
1481,0,White,Male,2,East,Yes,No,2,2001,22
1482,1,White,Male,1,East,No,Yes,4,2004,22
1483,1,White,Male,2,North,Yes,No,2,2001,36
1484,0,Black,Female,0,West,No,No,3,2004,53
1485,0,White,Male,2,South,Yes,No,3,2005,45
1486,0,White,Male,2,West,Yes,Yes,3,2004,24
1487,0,White,Male,0,West,Yes,Yes,0,2003,20
1488,0,White,Male,2,East,Yes,Yes,0,2005,20
1489,0,Black,Male,0,West,Yes,No,1,2002,34
1490,0,White,Male,0,West,Yes,Yes,4,2002,23
1491,0,White,Male,0,South,No,Yes,1,2006,26
1492,0,White,Male,1,South,Yes,No,0,2001,19
1493,0,Black,Female,1,West,Yes,Yes,0,2004,17
1494,0,White,Male,0,West,Yes,Yes,0,2003,25
1495,0,White,Male,2,East,Yes,Yes,1,2002,27
1496,0,White,Female,1,West,Yes,Yes,0,2003,20
1497,0,White,Male,0,West,Yes,Yes,2,2006,20
1498,0,White,Male,0,North,Yes,Yes,1,2005,18
1499,1,Black,Male,2,West,Yes,No,3,2004,35
1500,0,White,Male,0,East,Yes,Yes,0,2003,33
1501,1,Black,Male,1,East,No,Yes,3,2005,30
1502,0,Black,Male,2,West,No,Yes,1,2002,22
1503,0,White,Male,1,East,Yes,Yes,2,2003,31
1504,0,White,Male,0,West,No,Yes,4,2005,22
1505,0,White,Female,1,East,Yes,Yes,0,2004,17
1506,1,White,Male,1,East,No,Yes,3,2003,24
1507,0,White,Male,2,North,Yes,Yes,4,2006,35
1508,0,White,Male,0,West,Yes,Yes,0,2005,21
1509,0,White,Male,1,East,Yes,No,3,2001,22
1510,0,White,Male,0,East,Yes,Yes,0,2004,18
1511,0,White,Male,2,West,Yes,Yes,0,2004,17
1512,0,Black,Male,0,East,Yes,No,2,2003,56
1513,0,White,Male,2,South,Yes,Yes,2,2005,21
1514,0,White,Male,0,South,Yes,Yes,1,2003,22
1515,0,Black,Male,0,South,Yes,Yes,5,2005,22
1516,0,White,Male,0,West,Yes,Yes,0,2002,19
1517,0,Black,Female,2,North,Yes,Yes,0,2004,19
1518,0,White,Male,1,North,Yes,Yes,0,2005,41
1519,0,White,Female,0,North,Yes,Yes,0,2003,22
1520,0,White,Female,1,West,Yes,Yes,0,2004,21
1521,0,Black,Male,0,North,No,No,2,2001,30
1522,0,White,Male,0,East,Yes,Yes,2,2001,18
1523,0,Black,Male,0,West,No,No,4,2004,19
1524,0,White,Male,2,West,Yes,Yes,2,2002,19
1525,0,White,Female,1,North,Yes,Yes,0,2001,22
1526,0,White,Male,1,West,Yes,Yes,2,2004,37
1527,0,Black,Male,2,North,No,No,4,2003,52
1528,0,White,Male,2,South,No,No,1,2005,22
1529,0,Black,Male,1,East,Yes,Yes,0,2003,20
1530,0,White,Male,1,West,Yes,Yes,0,2002,18
1531,1,Black,Male,1,West,Yes,No,2,2003,38
1532,0,White,Male,1,North,Yes,Yes,0,2003,21
1533,1,Black,Male,0,North,No,Yes,3,2004,19
1534,0,White,Male,2,East,Yes,Yes,0,2005,19
1535,0,White,Male,2,East,No,Yes,0,2003,25
1536,1,White,Male,2,South,No,Yes,4,2001,18
1537,0,White,Male,1,West,Yes,Yes,4,2003,42
1538,0,White,Male,0,West,Yes,Yes,2,2002,25
1539,0,Black,Male,0,East,Yes,Yes,0,2004,18
1540,0,Black,Male,0,East,Yes,No,0,2004,55
1541,0,White,Male,1,North,Yes,Yes,3,2003,17
1542,0,White,Male,2,South,Yes,Yes,0,2002,20
1543,0,White,Male,0,South,Yes,Yes,4,2003,35
1544,0,White,Male,0,West,Yes,Yes,2,2004,18
1545,0,White,Male,1,South,Yes,Yes,0,2003,16
1546,0,Black,Male,1,West,Yes,No,0,2005,45
1547,0,White,Female,1,South,Yes,Yes,0,2002,30
1548,0,White,Male,0,North,Yes,Yes,4,2004,17
1549,0,White,Male,2,South,Yes,Yes,3,2003,20
1550,1,White,Male,0,North,No,Yes,2,2006,22
1551,0,Black,Male,0,East,Yes,No,3,2005,28
1552,0,White,Male,0,North,Yes,Yes,0,2003,20
1553,0,White,Male,0,West,Yes,Yes,3,2002,18
1554,0,White,Male,2,East,Yes,Yes,3,2004,25
1555,0,White,Male,1,South,No,Yes,1,2004,21
1556,0,Black,Male,1,North,No,Yes,2,2002,60
1557,0,White,Male,0,West,Yes,Yes,0,2005,21
1558,1,White,Male,1,North,No,No,4,2001,23
1559,0,Black,Male,0,North,No,Yes,3,2003,30
1560,1,Black,Male,2,North,No,Yes,1,2002,21
1561,0,White,Male,1,South,Yes,Yes,1,2005,18
1562,1,White,Male,0,South,Yes,Yes,0,2004,45
1563,0,White,Male,0,North,Yes,Yes,1,2003,19
1564,0,White,Male,1,North,No,Yes,0,2001,17
1565,0,White,Male,1,North,Yes,Yes,0,2002,26
1566,0,White,Male,1,West,No,Yes,3,2003,39
1567,0,White,Male,1,North,Yes,Yes,3,2002,21
1568,0,White,Female,2,East,No,Yes,1,2004,20
1569,0,White,Male,0,West,No,Yes,3,2005,21
1570,1,Black,Male,1,North,Yes,No,3,2006,41
1571,0,White,Male,1,North,No,Yes,3,2004,25
1572,0,White,Male,1,North,Yes,Yes,0,2004,18
1573,0,White,Male,1,North,Yes,Yes,1,2005,18
1574,0,White,Male,2,East,Yes,No,1,2003,22
1575,0,White,Female,1,West,Yes,Yes,0,2003,22
1576,0,White,Male,1,West,Yes,Yes,0,2002,22
1577,1,White,Male,0,West,Yes,Yes,4,2001,18
1578,0,White,Male,0,West,Yes,Yes,4,2003,35
1579,1,Black,Female,0,West,No,Yes,4,2006,30
1580,0,White,Male,1,South,No,No,1,2004,26
1581,0,Black,Male,1,West,Yes,Yes,0,2004,32
1582,0,White,Male,1,South,No,Yes,3,2005,21
1583,0,White,Male,1,East,Yes,Yes,2,2001,29
1584,0,White,Male,1,East,Yes,Yes,0,2005,29
1585,1,White,Male,0,West,Yes,Yes,4,2003,22
1586,0,White,Male,0,South,No,No,3,2005,40
1587,0,White,Male,0,East,Yes,Yes,1,2004,30
1588,0,White,Male,0,North,Yes,Yes,0,2006,16
1589,0,White,Male,0,South,Yes,Yes,1,2005,16
1590,1,White,Male,0,North,No,No,0,2001,29
1591,0,White,Female,0,North,Yes,Yes,0,2005,28
1592,0,Black,Male,0,North,Yes,Yes,2,2003,20
1593,0,White,Male,2,East,Yes,Yes,0,2003,21
1594,1,White,Male,0,South,Yes,Yes,3,2005,18
1595,0,White,Male,2,East,No,Yes,0,2001,22
1596,0,Black,Male,1,South,Yes,No,4,2003,24
1597,0,White,Male,2,North,Yes,Yes,0,2004,17
1598,0,White,Female,1,South,Yes,Yes,0,2003,17
1599,0,Black,Male,0,North,Yes,Yes,0,2005,24
1600,0,White,Male,0,East,Yes,Yes,1,2002,25
1601,0,White,Male,1,North,Yes,Yes,0,2005,15
1602,1,Black,Male,2,South,Yes,Yes,4,2003,39
1603,0,Black,Male,1,West,Yes,Yes,1,2004,26
1604,0,White,Male,1,South,Yes,Yes,0,2004,24
1605,0,White,Male,0,West,Yes,Yes,0,2005,17
1606,0,White,Male,1,East,Yes,No,0,2001,18
1607,0,White,Male,1,South,Yes,Yes,2,2002,22
1608,0,White,Male,1,North,Yes,Yes,0,2002,18
1609,0,White,Female,0,North,Yes,Yes,1,2003,17
1610,0,Black,Male,1,South,Yes,Yes,0,2002,18
1611,0,White,Male,1,East,Yes,Yes,2,2004,18
1612,0,White,Male,1,East,Yes,Yes,1,2002,18
1613,1,Black,Male,2,West,Yes,Yes,3,2004,21
1614,0,White,Male,1,West,Yes,No,0,2001,28
1615,0,Black,Male,2,South,No,Yes,3,2003,25
1616,1,White,Male,1,West,Yes,Yes,4,2004,22
1617,0,White,Female,2,North,Yes,Yes,0,2004,20
1618,0,White,Male,1,West,No,Yes,1,2006,22
1619,0,Black,Male,1,South,Yes,Yes,2,2002,34
1620,0,Black,Male,2,North,Yes,Yes,1,2005,18
1621,0,White,Male,1,East,No,Yes,1,2002,21
1622,0,Black,Male,1,North,Yes,Yes,1,2003,31
1623,0,White,Male,0,North,Yes,Yes,0,2002,50
1624,0,White,Male,2,West,Yes,Yes,2,2003,21
1625,1,White,Male,0,West,No,Yes,0,2002,25
1626,0,White,Male,2,West,Yes,Yes,3,2005,22
1627,0,White,Male,1,North,Yes,Yes,3,2002,25
1628,1,White,Male,2,South,No,Yes,1,2004,31
1629,0,White,Male,2,North,Yes,Yes,0,2004,16
1630,0,White,Male,0,North,No,Yes,3,2003,44
1631,0,White,Male,2,South,No,Yes,0,2005,21
1632,1,Black,Male,1,East,Yes,No,3,2004,37
1633,0,White,Male,1,West,Yes,Yes,0,2003,19
1634,0,Black,Male,0,South,Yes,Yes,2,2004,32
1635,0,White,Female,0,South,No,Yes,0,2005,22
1636,0,White,Male,1,North,Yes,Yes,4,2001,20
1637,0,White,Male,0,North,Yes,Yes,3,2004,16
1638,0,White,Male,2,South,Yes,Yes,0,2001,16
1639,0,White,Male,0,North,Yes,Yes,1,2003,36
1640,0,White,Male,1,South,Yes,No,0,2001,17
1641,0,Black,Male,1,South,Yes,Yes,4,2006,25
1642,0,White,Male,2,North,Yes,Yes,1,2002,27
1643,0,White,Male,0,South,Yes,Yes,5,2003,35
1644,0,Black,Male,0,West,Yes,No,4,2004,33
1645,0,White,Male,2,East,Yes,Yes,3,2003,20
1646,0,White,Male,1,West,Yes,Yes,0,2003,24
1647,0,White,Male,2,South,Yes,Yes,2,2001,19
1648,0,White,Male,0,North,Yes,Yes,4,2002,29
1649,0,Black,Male,2,West,No,Yes,2,2003,22
1650,0,White,Male,1,North,Yes,Yes,0,2005,20
1651,0,White,Male,0,East,No,Yes,1,2003,22
1652,0,White,Male,1,East,Yes,No,2,2001,19
1653,0,White,Male,0,West,Yes,Yes,1,2003,18
1654,0,White,Male,1,North,Yes,Yes,0,2002,17
1655,0,Black,Male,0,North,No,No,4,2001,40
1656,0,White,Male,0,South,Yes,Yes,1,2002,20
1657,0,White,Female,0,North,Yes,Yes,1,2002,20
1658,0,White,Female,1,North,Yes,Yes,4,2003,30
1659,1,Black,Male,2,East,Yes,Yes,3,2005,24
1660,0,Black,Male,1,East,Yes,Yes,1,2003,24
1661,0,Black,Male,2,West,Yes,No,0,2005,33
1662,0,White,Male,1,South,Yes,Yes,2,2005,20
1663,0,White,Male,0,South,Yes,Yes,0,2003,29
1664,1,White,Male,0,North,Yes,Yes,2,2006,38
1665,1,White,Male,0,South,Yes,Yes,4,2006,20
1666,0,White,Male,2,West,No,Yes,1,2004,23
1667,0,Black,Male,2,East,Yes,Yes,2,2005,32
1668,0,White,Male,0,North,Yes,Yes,2,2004,22
1669,0,White,Male,0,North,Yes,Yes,0,2004,18
1670,1,White,Male,0,West,No,Yes,4,2001,41
1671,0,White,Male,2,South,Yes,Yes,1,2004,22
1672,0,White,Male,0,East,Yes,Yes,1,2003,19
1673,0,White,Male,2,West,No,Yes,2,2001,40
1674,0,White,Male,0,North,No,Yes,3,2002,18
1675,1,White,Female,0,West,Yes,Yes,5,2004,21
1676,0,Black,Male,0,West,Yes,Yes,3,2002,20
1677,0,White,Male,2,South,Yes,Yes,2,2003,19
1678,1,Black,Male,0,North,No,Yes,3,2001,24
1679,1,White,Male,2,South,No,Yes,3,2005,32
1680,1,Black,Male,0,East,Yes,Yes,4,2005,34
1681,0,Black,Male,2,North,No,Yes,3,2005,29
1682,0,White,Female,1,North,No,Yes,4,2005,44
1683,0,Black,Male,1,North,Yes,Yes,0,2002,14
1684,0,Black,Male,0,North,Yes,Yes,4,2002,28
1685,0,White,Male,1,East,No,Yes,0,2003,20
1686,0,Black,Male,1,East,Yes,Yes,3,2005,22
1687,0,White,Female,2,South,No,Yes,0,2003,21
1688,0,White,Male,1,South,Yes,Yes,1,2004,27
1689,1,White,Male,0,West,Yes,Yes,0,2001,43
1690,0,White,Male,1,East,Yes,Yes,2,2005,20
1691,0,Black,Female,0,South,No,Yes,0,2002,39
1692,0,White,Male,1,East,No,Yes,4,2003,18
1693,0,White,Male,0,West,Yes,Yes,2,2003,43
1694,0,White,Male,2,West,No,Yes,4,2003,20
1695,0,White,Male,1,South,Yes,Yes,1,2003,19
1696,0,White,Male,0,South,Yes,Yes,0,2002,35
1697,0,Black,Male,0,North,Yes,Yes,2,2005,21
1698,0,White,Male,2,West,Yes,Yes,0,2005,20
1699,0,White,Male,2,North,Yes,Yes,0,2005,37
1700,0,White,Female,1,South,Yes,Yes,0,2002,18
1701,0,Black,Male,1,North,Yes,Yes,0,2005,26
1702,0,Black,Male,0,South,No,Yes,3,2003,26
1703,0,Black,Male,1,East,Yes,Yes,4,2002,30
1704,0,Black,Male,0,North,No,No,0,2004,35
1705,0,White,Male,1,West,Yes,Yes,0,2004,21
1706,0,White,Male,0,West,No,Yes,2,2003,27
1707,0,White,Male,2,West,Yes,Yes,2,2002,27
1708,0,White,Male,0,East,Yes,Yes,0,2004,24
1709,0,White,Male,0,South,Yes,Yes,1,2005,22
1710,1,Black,Male,1,South,No,No,4,2001,20
1711,0,White,Female,1,North,Yes,Yes,0,2006,17
1712,0,Black,Male,2,North,Yes,Yes,2,2003,16
1713,1,Black,Male,1,East,No,Yes,4,2005,19
1714,1,White,Male,2,West,No,No,2,2001,42
1715,0,White,Male,1,West,Yes,Yes,0,2006,25
1716,0,White,Male,1,North,Yes,Yes,3,2004,18
1717,0,White,Male,1,West,Yes,Yes,0,2006,18
1718,0,White,Male,2,West,Yes,Yes,2,2005,38
1719,0,White,Male,2,West,No,Yes,0,2004,20
1720,0,White,Male,1,West,Yes,Yes,3,2005,32
1721,0,White,Male,2,East,Yes,Yes,2,2001,22
1722,0,White,Female,0,East,Yes,Yes,4,2005,18
1723,0,White,Male,1,North,Yes,Yes,1,2005,19
1724,1,White,Male,0,North,Yes,Yes,0,2003,21
1725,0,White,Male,0,West,Yes,Yes,0,2003,18
1726,0,White,Male,2,South,Yes,Yes,2,2002,35
1727,0,White,Male,2,North,Yes,Yes,4,2001,33
1728,0,White,Male,2,West,Yes,Yes,2,2002,17
1729,0,Black,Male,2,South,Yes,Yes,4,2003,15
1730,0,White,Male,0,South,Yes,Yes,0,2005,29
1731,0,White,Male,0,East,Yes,Yes,4,2003,19
1732,1,Black,Male,2,East,Yes,Yes,2,2006,27
1733,0,White,Male,1,North,Yes,Yes,0,2001,15
1734,0,White,Male,2,North,Yes,Yes,3,2004,18
1735,0,White,Male,1,South,Yes,Yes,0,2005,20
1736,0,Black,Male,0,East,No,Yes,1,2003,20
1737,1,Black,Male,0,South,No,Yes,1,2004,24
1738,0,White,Male,0,South,Yes,Yes,0,2005,22
1739,0,Black,Female,0,West,Yes,Yes,0,2004,22
1740,0,White,Male,0,West,Yes,Yes,0,2004,26
1741,0,White,Male,2,North,Yes,Yes,0,2005,20
1742,0,White,Male,1,South,Yes,No,0,2006,26
1743,1,White,Male,1,East,Yes,Yes,4,2003,29
1744,0,Black,Male,1,West,No,Yes,3,2002,25
1745,1,White,Male,2,West,No,Yes,4,2005,24
1746,0,White,Male,0,South,Yes,Yes,2,2003,22
1747,0,Black,Male,0,West,Yes,Yes,3,2002,24
1748,0,White,Male,0,South,Yes,Yes,3,2003,28
1749,1,White,Male,0,West,Yes,Yes,4,2001,18
1750,0,Black,Male,0,South,No,Yes,2,2005,33
1751,0,Black,Male,0,East,Yes,Yes,2,2002,18
1752,0,Black,Male,0,South,Yes,Yes,0,2002,22
1753,0,White,Male,2,East,Yes,Yes,4,2002,21
1754,0,White,Male,0,West,Yes,Yes,2,2005,38
1755,0,White,Male,0,South,Yes,Yes,2,2004,15
1756,0,White,Male,1,West,Yes,Yes,2,2001,22
1757,0,Black,Male,2,West,Yes,Yes,5,2002,22
1758,0,White,Male,0,South,Yes,Yes,1,2005,20
1759,0,Black,Male,0,South,Yes,Yes,3,2001,22
1760,0,White,Male,0,South,Yes,Yes,3,2003,21
1761,0,White,Female,0,South,No,Yes,0,2004,19
1762,0,White,Male,2,South,Yes,Yes,2,2002,19
1763,0,White,Male,2,South,Yes,Yes,0,2006,26
1764,0,White,Male,2,North,Yes,Yes,1,2004,18
1765,0,White,Female,1,North,Yes,Yes,0,2001,21
1766,0,White,Male,0,East,No,Yes,2,2001,23
1767,0,White,Male,2,West,Yes,Yes,0,2004,14
1768,0,White,Male,0,West,Yes,Yes,0,2005,22
1769,0,White,Male,2,East,No,Yes,2,2004,31
1770,0,Black,Male,1,East,Yes,Yes,2,2004,39
1771,0,Black,Male,2,East,Yes,Yes,3,2004,19
1772,1,Black,Male,0,North,No,No,3,2005,27
1773,0,White,Male,2,West,Yes,Yes,0,2004,16
1774,0,White,Male,0,South,Yes,No,0,2001,22
1775,0,White,Male,0,North,Yes,Yes,2,2005,15
1776,0,White,Male,2,West,No,No,2,2001,33
1777,0,White,Male,1,North,No,Yes,0,2005,24
1778,0,White,Male,0,West,No,Yes,1,2005,18
1779,0,White,Male,1,East,Yes,Yes,0,2006,17
1780,0,White,Male,1,West,Yes,Yes,1,2004,23
1781,0,White,Male,1,North,Yes,No,0,2001,24
1782,0,White,Male,0,North,Yes,Yes,0,2004,20
1783,0,White,Male,0,West,Yes,Yes,0,2002,15
1784,0,White,Female,1,East,Yes,Yes,3,2003,18
1785,1,White,Male,0,West,Yes,Yes,1,2004,16
1786,0,White,Male,0,West,Yes,Yes,0,2004,18
1787,0,White,Male,2,West,No,Yes,1,2004,21
1788,0,White,Male,2,North,Yes,No,0,2005,20
1789,0,White,Male,2,North,Yes,Yes,2,2002,24
1790,0,White,Female,2,South,No,Yes,0,2003,22
1791,0,White,Female,0,North,Yes,Yes,1,2004,19
1792,0,White,Male,1,North,Yes,Yes,2,2003,17
1793,0,White,Male,0,South,No,Yes,5,2001,25
1794,1,White,Male,0,South,No,Yes,4,2004,20
1795,0,Black,Male,1,South,Yes,Yes,1,2006,22
1796,0,White,Male,0,West,No,Yes,4,2004,22
1797,0,White,Male,0,West,Yes,Yes,3,2004,29
1798,0,White,Male,2,West,Yes,Yes,1,2005,16
1799,0,White,Male,2,South,Yes,Yes,3,2005,43
1800,0,White,Male,0,West,Yes,Yes,1,2003,44
1801,0,White,Male,1,South,Yes,Yes,1,2005,35
1802,1,Black,Male,1,North,Yes,Yes,4,2003,19
1803,0,White,Male,2,South,Yes,Yes,0,2003,40
1804,0,White,Male,1,West,Yes,Yes,0,2004,32
1805,0,White,Male,1,South,Yes,No,1,2004,16
1806,0,Black,Male,1,West,Yes,No,4,2004,19
1807,0,White,Male,0,North,No,Yes,0,2001,22
1808,0,White,Male,2,West,Yes,Yes,0,2005,26
1809,0,Black,Male,0,South,Yes,No,3,2005,33
1810,0,White,Male,1,South,Yes,Yes,4,2002,19
1811,0,White,Male,0,North,Yes,Yes,1,2004,17
1812,0,White,Male,1,East,No,Yes,3,2002,38
1813,1,Black,Male,2,North,Yes,No,2,2004,37
1814,0,Black,Male,0,South,Yes,Yes,3,2003,35
1815,1,Black,Male,0,South,No,Yes,2,2002,28
1816,0,White,Male,1,East,Yes,Yes,0,2002,24
1817,0,White,Male,1,North,Yes,Yes,2,2005,16
1818,1,White,Male,1,West,Yes,Yes,3,2003,16
1819,0,White,Male,2,North,Yes,Yes,0,2003,24
1820,0,White,Male,1,North,Yes,Yes,4,2002,23
1821,0,White,Male,0,South,Yes,Yes,0,2005,45
1822,0,White,Male,0,West,No,Yes,3,2005,32
1823,0,White,Male,1,West,No,Yes,3,2005,43
1824,1,White,Male,2,South,Yes,Yes,2,2005,23
1825,0,White,Male,2,North,No,Yes,2,2004,23
1826,0,White,Male,2,South,Yes,Yes,2,2005,34
1827,1,Black,Male,2,North,Yes,No,2,2001,23
1828,0,White,Male,1,East,Yes,Yes,2,2003,38
1829,0,White,Male,0,North,No,Yes,1,2004,17
1830,0,White,Male,1,West,Yes,No,2,2001,16
1831,0,White,Male,1,North,Yes,Yes,1,2002,20
1832,0,Black,Male,0,West,Yes,Yes,0,2003,24
1833,0,White,Male,0,North,Yes,Yes,0,2004,31
1834,0,White,Male,0,West,Yes,Yes,0,2005,28
1835,0,White,Male,2,North,Yes,Yes,2,2003,25
1836,0,White,Female,1,North,Yes,Yes,2,2004,21
1837,0,White,Male,0,West,Yes,Yes,2,2005,17
1838,0,Black,Male,2,West,Yes,No,0,2002,39
1839,0,White,Male,0,South,Yes,Yes,0,2004,21
1840,0,White,Male,0,West,Yes,Yes,0,2002,27
1841,0,White,Male,1,West,Yes,Yes,0,2001,27
1842,0,Black,Male,1,South,Yes,Yes,4,2004,19
1843,0,White,Male,1,South,Yes,Yes,3,2006,27
1844,0,Black,Male,2,South,Yes,Yes,2,2004,16
1845,1,White,Male,0,North,Yes,Yes,0,2002,37
1846,1,White,Male,2,West,No,Yes,1,2003,30
1847,0,White,Male,1,South,Yes,No,1,2001,21
1848,0,White,Male,0,North,Yes,Yes,0,2003,37
1849,0,White,Male,0,East,No,Yes,2,2004,23
1850,1,Black,Male,0,West,Yes,No,6,2005,40
1851,0,White,Male,0,South,No,Yes,3,2005,20
1852,0,White,Male,0,West,No,No,3,2005,31
1853,0,White,Male,0,South,Yes,Yes,1,2005,25
1854,0,White,Male,0,East,Yes,Yes,0,2002,20
1855,0,White,Male,2,South,No,Yes,3,2005,39
1856,0,White,Male,0,East,Yes,Yes,0,2004,33
1857,0,Black,Male,1,East,Yes,No,1,2001,24
1858,1,White,Male,1,North,Yes,No,0,2001,35
1859,0,White,Female,0,North,Yes,Yes,1,2004,18
